codigo_atc_id,principio_activo_id
890000248,7770001705
890000248,7770001683
890000248,7770003064
890000248,7770001395
890000247,7770001155
890000247,7770002725
890000247,7770002644
890000246,7770001750
890000246,7770001751
890000246,7770001752
890000246,7770001403
890000246,7770002724
890000246,7770000992
890000246,7770001106
890000246,7770002645
890000246,7770002272
890000245,7770001695
890000245,7770001699
890000245,7770001694
890000245,7770000748
890000245,7770000749
890000245,7770002739
890000245,7770001291
890000244,7770002881
890000244,7770002880
890000244,7770002907
890000244,7770002912
890000244,7770002887
890000244,7770002884
890000244,7770001628
890000244,7770001629
890000244,7770001625
890000244,7770001626
890000244,7770001682
890000244,7770001683
890000244,7770001693
890000244,7770001352
890000243,7770002905
890000243,7770002911
890000243,7770002909
890000243,7770002879
890000243,7770002914
890000243,7770002886
890000243,7770002883
890000243,7770001299
890000243,7770001692
890000243,7770002861
890000243,7770001627
890000243,7770000798
890000242,7770002917
890000242,7770001704
890000242,7770001705
890000241,7770002878
890000241,7770002910
890000241,7770002903
890000241,7770002897
890000241,7770002901
890000241,7770000797
890000241,7770003202
890000241,7770003203
890000240,7770002888
890000240,7770002889
890000240,7770002896
890000240,7770002898
890000240,7770002893
890000240,7770002903
890000240,7770002900
890000240,7770002902
890000240,7770002895
890000240,7770002885
890000240,7770002904
890000240,7770002892
890000240,7770002738
890000239,7770002878
890000239,7770002906
890000239,7770002899
890000239,7770002915
890000239,7770002916
890000239,7770001701
890000239,7770001702
890000239,7770001715
890000239,7770000799
890000238,7770002877
890000238,7770002876
890000238,7770002918
890000238,7770002875
890000237,7770002890
890000237,7770002913
890000237,7770001689
890000237,7770001691
890000237,7770001690
890000237,7770001631
890000237,7770001322
890000236,7770000143
890000236,7770001426
890000236,7770002400
890000236,7770001400
890000236,7770000314
890000235,7770000073
890000235,7770000074
890000235,7770001421
890000235,7770001423
890000235,7770001887
890000235,7770001424
890000235,7770001292
890000235,7770000072
890000235,7770001420
890000235,7770000075
890000235,7770001422
890000235,7770001296
890000235,7770001293
890000235,7770002306
890000235,7770002401
890000234,7770002820
890000234,7770002821
890000233,7770000062
890000233,7770000098
890000233,7770001685
890000233,7770000088
890000233,7770000091
890000233,7770000086
890000233,7770000043
890000233,7770000082
890000233,7770002025
890000233,7770000976
890000233,7770002056
890000233,7770001707
890000233,7770000090
890000233,7770001709
890000233,7770001714
890000233,7770001716
890000233,7770001717
890000233,7770001710
890000233,7770001687
890000233,7770001708
890000233,7770001684
890000233,7770001718
890000233,7770000084
890000233,7770000089
890000233,7770000085
890000233,7770000132
890000233,7770000081
890000233,7770000087
890000233,7770000083
890000233,7770001713
890000233,7770000114
890000233,7770001712
890000233,7770001137
890000233,7770001711
890000233,7770002583
890000233,7770001706
890000231,7770001485
890000231,7770001409
890000228,7770003047
890000228,7770001485
890000228,7770003193
890000228,7770002774
890000228,7770002823
890000228,7770002759
890000228,7770000565
890000228,7770002030
890000228,7770002744
890000228,7770000789
890000228,7770002769
890000228,7770001425
890000228,7770002830
890000228,7770003140
890000228,7770002656
890000228,7770000391
890000228,7770001597
890000228,7770002382
890000228,7770002023
890000228,7770000491
890000228,7770003036
890000228,7770002599
890000228,7770002735
890000228,7770002336
890000228,7770000364
890000227,7770001719
890000227,7770002140
890000227,7770001047
890000227,7770002510
890000227,7770002534
890000227,7770003024
890000227,7770002202
890000227,7770000964
890000227,7770002238
890000227,7770002592
890000227,7770002141
890000227,7770001167
890000227,7770000733
890000227,7770002407
890000227,7770001306
890000227,7770002822
890000227,7770001703
890000227,7770002201
890000227,7770000026
890000227,7770000938
890000227,7770001329
890000227,7770002026
890000227,7770000002
890000227,7770000768
890000227,7770000316
890000227,7770001489
890000227,7770001586
890000227,7770001382
890000227,7770000825
890000227,7770000824
890000227,7770000823
890000227,7770002495
890000227,7770002747
890000227,7770001791
890000227,7770001963
890000227,7770000869
890000227,7770001378
890000227,7770001819
890000227,7770000201
890000227,7770001379
890000227,7770002640
890000227,7770000560
890000227,7770002317
890000227,7770000979
890000227,7770001526
890000227,7770002209
890000226,7770002484
890000226,7770002488
890000226,7770000008
890000226,7770002094
890000226,7770002487
890000226,7770001662
890000226,7770000780
890000226,7770002923
890000226,7770001312
890000226,7770000243
890000226,7770003168
890000225,7770000860
890000225,7770002532
890000225,7770001561
890000225,7770001325
890000225,7770000386
890000224,7770000858
890000224,7770002529
890000224,7770000383
890000223,7770002157
890000223,7770002967
890000223,7770002499
890000223,7770000693
890000223,7770001542
890000223,7770001447
890000223,7770000621
890000223,7770000681
890000223,7770000248
890000222,7770001830
890000222,7770000751
890000222,7770000771
890000221,7770002532
890000221,7770001335
890000221,7770001561
890000221,7770003082
890000221,7770001344
890000221,7770000860
890000221,7770001325
890000220,7770001558
890000220,7770002529
890000220,7770000858
890000220,7770000383
890000219,7770000681
890000219,7770002207
890000219,7770000056
890000219,7770000034
890000219,7770000644
890000219,7770002410
890000219,7770002157
890000219,7770002967
890000219,7770000693
890000219,7770000037
890000219,7770002499
890000219,7770002667
890000219,7770002063
890000219,7770001447
890000219,7770000248
890000218,7770001502
890000218,7770002660
890000218,7770000737
890000218,7770001703
890000218,7770002766
890000218,7770001180
890000218,7770000189
890000218,7770000026
890000218,7770001700
890000218,7770001659
890000218,7770002143
890000218,7770000868
890000218,7770000186
890000218,7770001530
890000218,7770000052
890000218,7770001782
890000217,7770000078
890000217,7770001596
890000217,7770002610
890000216,7770001353
890000216,7770002693
890000215,7770002136
890000215,7770002976
890000215,7770003205
890000215,7770002318
890000215,7770001249
890000215,7770002293
890000215,7770000061
890000215,7770001811
890000215,7770000063
890000215,7770002151
890000215,7770001852
890000215,7770001064
890000215,7770000306
890000215,7770001765
890000215,7770002252
890000215,7770001091
890000214,7770000293
890000214,7770001119
890000214,7770002008
890000214,7770000596
890000214,7770001600
890000214,7770003132
890000214,7770001249
890000214,7770001053
890000214,7770001602
890000213,7770001092
890000213,7770000987
890000213,7770000255
890000213,7770000670
890000213,7770000432
890000213,7770001093
890000213,7770002429
890000213,7770000516
890000213,7770001046
890000213,7770000832
890000213,7770001306
890000213,7770002158
890000213,7770001362
890000213,7770000011
890000213,7770000027
890000213,7770002353
890000213,7770000023
890000213,7770000897
890000213,7770001021
890000213,7770000434
890000213,7770003006
890000213,7770000390
890000213,7770001809
890000213,7770002027
890000213,7770000551
890000213,7770000338
890000213,7770001794
890000213,7770003146
890000213,7770000410
890000213,7770003073
890000213,7770002855
890000213,7770001505
890000213,7770000811
890000212,7770000860
890000212,7770002532
890000212,7770001561
890000212,7770001351
890000212,7770000386
890000212,7770001325
890000212,7770001356
890000212,7770002018
890000212,7770000709
890000212,7770001341
890000212,7770000650
890000212,7770000858
890000212,7770002529
890000212,7770001558
890000212,7770000383
890000212,7770001354
890000212,7770000896
890000211,7770000858
890000211,7770001558
